divname,divrating,plusminus,season,teamid,teamname,type,year,observed_ratings
Open Div 2,1200.0,3.41666666667,Summer,20846,Dark Harvest,Club,2007,1405.0
Open Div 2,1200.0,-4.5,Summer,20821,Force Huck,Club,2007,930.0
Open Div 2,1200.0,-4.0,Summer,20992,Horizontal Bovine,Club,2007,960.0
Open Div 2,1200.0,-5.5,Summer,20915,jiggy wiv mr biggy,Club,2007,870.0
Open Div 2,1200.0,2.2,Summer,22475,Puppy Kiss,Club,2007,1332.0
Open Div 2,1200.0,-7.71428571429,Summer,20917,Red Ravens,Club,2007,737.142857143
Open Div 2,1200.0,-2.5,Summer,21008,Weymouth HS,Club,2007,1050.0
Open Div 2,1200.0,-4.76470588235,Summer,20615,WiPPs,Club,2007,914.117647059
Metro Coed,0.0,-0.375,Summer,22543,Below The Waist (13),Hat,2007,-22.5
Metro Coed,0.0,-5.66666666667,Summer,22544,Viva Las Discas (14),Hat,2007,-340.0
Metro Coed,0.0,-1.75,Summer,22545,Mint Condition (15),Hat,2007,-105.0
Metro Coed,0.0,-2.0,Summer,22546,Yelvis (16),Hat,2007,-120.0
Metro Coed,0.0,5.88888888889,Summer,22547,Jungle Room (17),Hat,2007,353.333333333
Metro Coed,0.0,6.5,Summer,22548,Sequin Jumpers (18),Hat,2007,390.0
Metro Coed,0.0,4.125,Summer,22549,Hucka Hucka Burnin' Love (19),Hat,2007,247.5
Metro Coed,0.0,-6.75,Summer,22550,Blue Suede (20),Hat,2007,-405.0
Metro Mixed (4/3),0.0,-5.375,Summer,22531,Fried Banana Sandwich (1),Hat,2007,-322.5
Metro Mixed (4/3),0.0,-0.222222222222,Summer,22532,Crushed Velvet Toilet Seats (2),Hat,2007,-13.3333333333
Metro Mixed (4/3),0.0,2.42857142857,Summer,22533,Huck Me Tender (3),Hat,2007,145.714285714
Metro Mixed (4/3),0.0,-4.77777777778,Summer,22534,Breakmark Hotel (4),Hat,2007,-286.666666667
Metro Mixed (4/3),0.0,1.375,Summer,22535,Jailhouse Huck (5),Hat,2007,82.5
Metro Mixed (4/3),0.0,-0.333333333333,Summer,22536,Only Fools Cut In (6),Hat,2007,-20.0
Metro Mixed (4/3),0.0,-2.33333333333,Summer,22537,The Disc has left the Building (7),Hat,2007,-140.0
Metro Mixed (4/3),0.0,2.0,Summer,22538,Face Down On The Toilet (8),Hat,2007,120.0
Metro Mixed (4/3),0.0,-0.625,Summer,22539,Phat Elvis (9),Hat,2007,-37.5
Metro Mixed (4/3),0.0,1.75,Summer,22540,Flic Flow Fly (10),Hat,2007,105.0
Metro Mixed (4/3),0.0,4.0,Summer,22541,Tupelo Honeys (11),Hat,2007,240.0
Metro Mixed (4/3),0.0,3.125,Summer,22542,Twelvis (12),Hat,2007,187.5
Newton Coed,0.0,-1.66666666667,Summer,22551,Orange Elvius (21),Hat,2007,-100.0
Newton Coed,0.0,-1.66666666667,Summer,22552,Caustic Sweat (22),Hat,2007,-100.0
Newton Coed,0.0,-0.5,Summer,22553,Flying Elvii (23),Hat,2007,-30.0
Newton Coed,0.0,3.83333333333,Summer,22554,Have Mercy! (24),Hat,2007,230.0
JP Mixed (4/3),0.0,-9.25,Spring,20632,Runaway RhinOs (1),Hat,2007,-555.0
JP Mixed (4/3),0.0,1.5,Spring,20633,Screaming Blue Poo Flingers (2),Hat,2007,90.0
JP Mixed (4/3),0.0,-5.0,Spring,20634,License to Poach (3),Hat,2007,-300.0
JP Mixed (4/3),0.0,-0.2,Spring,20635,Huckin' in the bush (4),Hat,2007,-12.0
JP Mixed (4/3),0.0,1.33333333333,Spring,20636,Elephino (5),Hat,2007,79.9999999998
JP Mixed (4/3),0.0,-2.0,Spring,20637,Serengti O's (6),Hat,2007,-120.0
JP Mixed (4/3),0.0,-4.75,Spring,20638,Horny Horny Hippos (7),Hat,2007,-285.0
JP Mixed (4/3),0.0,4.6,Spring,20639,Stick (8),Hat,2007,276.0
JP Mixed (4/3),0.0,-1.8,Spring,20640,Gnu Dung (9),Hat,2007,-108.0
JP Mixed (4/3),0.0,3.0,Spring,20641,Poachers will be Shot (10),Hat,2007,180.0
JP Mixed (4/3),0.0,7.5,Spring,20642,Cracker Jackals (11),Hat,2007,450.0
JP Mixed (4/3),0.0,0.2,Spring,20643,all this trunk (12),Hat,2007,12.0
JP Mixed (4/3),0.0,4.0,Spring,20644,Yellow Fever (13),Hat,2007,240.0
JP Mixed (4/3),0.0,3.0,Spring,20645,Smurfari (14),Hat,2007,180.0
JP Mixed (4/3),0.0,-2.16666666667,Spring,20646,Big Game (15),Hat,2007,-130.0
JP Mixed (4/3),0.0,-0.333333333333,Spring,20647,MonkeyFling (16),Hat,2007,-20.0
JP Mixed (4/3),0.0,-5.0,Spring,20648,We Kick Giraffes!! (17),Hat,2007,-300.0
JP Mixed (4/3),0.0,-1.0,Spring,20649,Swilldebeasts (18),Hat,2007,-60.0
JP Mixed (4/3),0.0,-3.33333333333,Spring,20650,Bare Necessities (19),Hat,2007,-200.0
JP Mixed (4/3),0.0,1.0,Spring,20651,ROAR! (20),Hat,2007,60.0
JP Mixed (4/3),0.0,5.6,Spring,20652,Grape Ape (21),Hat,2007,336.0
JP Mixed (4/3),0.0,-2.0,Spring,20653,OrangATang (22),Hat,2007,-120.0
JP Mixed (4/3),0.0,0.6,Spring,20654,pREDators (23),Hat,2007,36.0
JP Mixed (4/3),0.0,0.666666666667,Spring,20655,The Flicksand (24),Hat,2007,40.0
Waltham Coed,0.0,3.83333333333,Spring,20656,Throws of Kilimanjaro (25),Hat,2007,230.0
Waltham Coed,0.0,2.0,Spring,20657,Big Game Huckers (26),Hat,2007,120.0
Waltham Coed,0.0,-2.33333333333,Spring,20658,Lion Queen (27),Hat,2007,-140.0
Waltham Coed,0.0,-0.833333333333,Spring,20659,Oh No Bonobos! (28),Hat,2007,-50.0
Waltham Coed,0.0,4.25,Spring,20660,Limes and Tigers and Bears (29),Hat,2007,255.0
Waltham Coed,0.0,-3.83333333333,Spring,20661,Plumish the Poach (30),Hat,2007,-230.0
Waltham Coed,0.0,-5.4,Spring,20662,Hearts Of Darkness (31),Hat,2007,-324.0
Waltham Coed,0.0,-0.2,Spring,20663,Endangered Species (32),Hat,2007,-12.0
Waltham Coed,0.0,0.0,Spring,20664,Hucking Hyenas (33),Hat,2007,0.0
Waltham Coed,0.0,5.4,Spring,20665,Orange a Tang (34),Hat,2007,324.0
Waltham Coed,0.0,-3.66666666667,Spring,20666,Eaten by Lions (35),Hat,2007,-220.0
Waltham Coed,0.0,-5.8,Spring,20667,Huckappotamus (36),Hat,2007,-348.0
Waltham Coed,0.0,5.0,Spring,20668,The Poachers (37),Hat,2007,300.0
Waltham Coed,0.0,3.4,Spring,20669,Hucking Fippos (38),Hat,2007,204.0
0.0,0.0,1.28571428571,Winter,20374,Fuggeddaboutit (1),Hat,2007,77.1428571426
0.0,0.0,2.0,Winter,20375,Swimming with the Frisbees (2),Hat,2007,120.0
0.0,0.0,1.42857142857,Winter,20376,The Assasins (3),Hat,2007,85.7142857142
0.0,0.0,4.42857142857,Winter,20377,The Stugots (4),Hat,2007,265.714285714
0.0,0.0,-6.0,Winter,20378,Cement Cleats (5),Hat,2007,-360.0
0.0,0.0,-5.25,Winter,20379,The Wise Guys (6),Hat,2007,-315.0
0.0,0.0,6.0,Winter,20380,Don't Forget The Cannolis (7),Hat,2007,360.0
0.0,0.0,1.0,Winter,20381,Beez Neez (8),Hat,2007,60.0
0.0,0.0,-6.85714285714,Winter,20382,Horse Heads (9),Hat,2007,-411.428571428
0.0,0.0,1.5,Winter,20383,Excellent Cadavers (10),Hat,2007,90.0
JP Coed,0.0,-0.2,Fall,19834,Hot Pink Implants (11),Hat,2006,-12.0
JP Coed,0.0,4.33333333333,Fall,19835,Boxcars (12),Hat,2006,260.0
JP Coed,0.0,3.16666666667,Fall,19836,Pass and Come (13),Hat,2006,190.0
JP Coed,0.0,-4.8,Fall,19837,Lobster Buffet (14),Hat,2006,-288.0
JP Coed,0.0,-2.16666666667,Fall,19838,Plum Lucky (15),Hat,2006,-130.0
JP Coed,0.0,0.833333333333,Fall,19839,Ace of Blades (16),Hat,2006,50.0
JP Coed,0.0,-1.4,Fall,19840,Sex Workers Union (17),Hat,2006,-84.0
JP Coed,0.0,-0.714285714286,Fall,19841,Plays Like Craps (18),Hat,2006,-42.8571428572
JP Mixed (4/3),0.0,-1.16666666667,Fall,19824,BAR BAR BAR (1),Hat,2006,-70.0000000002
JP Mixed (4/3),0.0,-6.33333333333,Fall,19825,two bit whores (2),Hat,2006,-380.0
JP Mixed (4/3),0.0,5.4,Fall,19826,3 Drink Minimum (3),Hat,2006,324.0
JP Mixed (4/3),0.0,-1.5,Fall,19827,Phat Elvis (4),Hat,2006,-90.0
JP Mixed (4/3),0.0,4.83333333333,Fall,19828,Five Card Stud (5),Hat,2006,290.0
JP Mixed (4/3),0.0,-1.0,Fall,19829,Montecore (6),Hat,2006,-60.0
JP Mixed (4/3),0.0,-1.0,Fall,19830,Cheap Buffet (7),Hat,2006,-60.0
JP Mixed (4/3),0.0,-2.14285714286,Fall,19831,Hit Me (8),Hat,2006,-128.571428572
JP Mixed (4/3),0.0,0.285714285714,Fall,19832,You Are So Money (9),Hat,2006,17.1428571428
JP Mixed (4/3),0.0,4.0,Fall,19833,Cardinal Sin (10),Hat,2006,240.0
Lexington Coed (5/2) Weeknight,0.0,2.5,Fall,19842,Blueagio (19),Hat,2006,150.0
Lexington Coed (5/2) Weeknight,0.0,-10.4285714286,Fall,19843,Seven Card Zone (20),Hat,2006,-625.714285716
Lexington Coed (5/2) Weeknight,0.0,6.71428571429,Fall,19844,Blackjack (21),Hat,2006,402.857142857
Lexington Coed (5/2) Weeknight,0.0,-2.85714285714,Fall,19845,Double Deuce (22),Hat,2006,-171.428571428
Lexington Coed (5/2) Weeknight,0.0,4.85714285714,Fall,19846,MandaLayOut Bay (23),Hat,2006,291.428571428
Lexington Coed (5/2) Weeknight,0.0,-0.5,Fall,19847,Winning Hands (24),Hat,2006,-30.0
Waltham Coed,0.0,1.8,Fall,19848,Gold Diggahz (25),Hat,2006,108.0
Waltham Coed,0.0,5.0,Fall,19849,Crapshoot (26),Hat,2006,300.0
Waltham Coed,0.0,-5.66666666667,Fall,19850,Fuzzy Dice (27),Hat,2006,-340.0
Waltham Coed,0.0,-2.0,Fall,19851,Always Bet Red (28),Hat,2006,-120.0
Waltham Coed,0.0,1.4,Fall,19852,Hard Break Hotel (29),Hat,2006,84.0
Waltham Coed,0.0,0.714285714286,Fall,19853,Ocean's 5 slash 2 (30),Hat,2006,42.8571428572
4/3 Div 1,1700.0,1.33333333333,Fall,19746,BIG DIG,Club,2006,1780.0
4/3 Div 1,1700.0,-1.83333333333,Fall,19717,GrassBurner Harvest,Club,2006,1590.0
4/3 Div 1,1700.0,-0.5,Fall,19807,Pork Chop,Club,2006,1670.0
4/3 Div 1,1700.0,-1.0,Fall,19743,Zippy,Club,2006,1640.0
4/3 Div 2,1300.0,-7.75,Fall,19811,CryBaby,Club,2006,835.0
4/3 Div 2,1300.0,1.42857142857,Fall,19722,Lobster,Club,2006,1385.71428571
4/3 Div 2,1300.0,-5.83333333333,Fall,19779,Question Mark,Club,2006,950.0
4/3 Div 2,1300.0,4.66666666667,Fall,19725,Store Bought Dirt,Club,2006,1580.0
4/3 Div 2,1300.0,-1.4,Fall,19759,That Team,Club,2006,1216.0
4/3 Div 2,1300.0,2.83333333333,Fall,19737,The Animals,Club,2006,1470.0
4/3 Div 2,1300.0,4.5,Fall,19745,This Is Just A Tribute,Club,2006,1570.0
4/3 Div 2,1300.0,3.33333333333,Fall,19764,Topless Pillow Fight,Club,2006,1500.0
4/3 Div 3,900.0,-0.5,Fall,19768,Heavy Dew,Club,2006,870.0
4/3 Div 3,900.0,1.85714285714,Fall,19756,Lovestack,Club,2006,1011.42857143
4/3 Div 3,900.0,-1.57142857143,Fall,19708,Swirling Monkey,Club,2006,805.714285714
4/3 Div 3,900.0,4.14285714286,Fall,19810,T.B.D.,Club,2006,1148.57142857
4/3 Div 3,900.0,-11.5,Fall,19684,The Deciders,Club,2006,210.0
4/3 Div 3,900.0,3.83333333333,Fall,19727,Toads,Club,2006,1130.0
0.0,0.0,-8.25,Fall,19691,athenaHuck,Club,2006,-495.0
0.0,0.0,-0.8,Fall,19801,ComfortZone,Club,2006,-48.0
0.0,0.0,10.6666666667,Fall,19775,Downed Pipers,Club,2006,640.000000002
0.0,0.0,0.428571428571,Fall,19685,Fighting Hobos,Club,2006,25.7142857143
0.0,0.0,-9.25,Fall,19723,Flying Franks,Club,2006,-555.0
0.0,0.0,-7.25,Fall,19805,Jiggy with Mr. Biggy,Club,2006,-435.0
0.0,0.0,5.33333333333,Fall,19719,SquidFace,Club,2006,320.0
0.0,0.0,0.666666666667,Fall,19724,WiPPs All-Stars,Club,2006,40.0
4/3 Div 1,1800.0,4.0,Summer,18138,Elephantitus,Club,2006,2040.0
4/3 Div 1,1800.0,5.25,Summer,18076,Gratuitous,Club,2006,2115.0
4/3 Div 1,1800.0,-4.36363636364,Summer,18144,JP House of Frisbee,Club,2006,1538.18181818
4/3 Div 1,1800.0,0.0,Summer,17998,Mr. Sparkle,Club,2006,1800.0
4/3 Div 1,1800.0,3.73333333333,Summer,17829,Ozone Pilots,Club,2006,2024.0
4/3 Div 1,1800.0,-3.46666666667,Summer,18376,Polaroid,Club,2006,1592.0
4/3 Div 1,1800.0,4.46153846154,Summer,18188,Reservoir Penguins,Club,2006,2067.69230769
4/3 Div 1,1800.0,1.77777777778,Summer,18297,"Swill, Mill, Grill",Club,2006,1906.66666667
4/3 Div 1,1800.0,2.4375,Summer,17830,Swingers,Club,2006,1946.25
4/3 Div 2,1400.0,1.16666666667,Summer,18081,Eastern Mass Youth Ultimate (EMU),Club,2006,1470.0
4/3 Div 2,1400.0,3.23076923077,Summer,17827,Fetch,Club,2006,1593.84615385
4/3 Div 2,1400.0,-1.0,Summer,18179,Flank 2,Club,2006,1340.0
4/3 Div 2,1400.0,0.181818181818,Summer,18206,FNG,Club,2006,1410.90909091
4/3 Div 2,1400.0,3.10526315789,Summer,18094,GrassBurner,Club,2006,1586.31578947
4/3 Div 2,1400.0,-3.7,Summer,18096,Huck Norris,Club,2006,1178.0
4/3 Div 2,1400.0,-5.9,Summer,18377,Skunks,Club,2006,1046.0
4/3 Div 2,1400.0,1.2,Summer,17809,Store Bought Dirt,Club,2006,1472.0
4/3 Div 2,1400.0,-0.6875,Summer,18224,Suckwagon,Club,2006,1358.75
4/3 Div 2,1400.0,-7.07692307692,Summer,18275,X-Mojo,Club,2006,975.384615385
4/3 Div 3,1000.0,-3.8,Summer,18080,Ants,Club,2006,772.0
4/3 Div 3,1000.0,-4.54545454545,Summer,18143,Budapets,Club,2006,727.272727273
4/3 Div 3,1000.0,-3.64285714286,Summer,17833,Huckules,Club,2006,781.428571428
4/3 Div 3,1000.0,-0.705882352941,Summer,18202,Lovestack,Club,2006,957.647058824
5/2 Div 1,1700.0,3.41666666667,Summer,18120,BBN,Club,2006,1905.0
5/2 Div 1,1700.0,4.71428571429,Summer,18126,Captain Lemoneer and The Whales,Club,2006,1982.85714286
5/2 Div 1,1700.0,1.08333333333,Summer,18207,DeadSpin,Club,2006,1765.0
5/2 Div 1,1700.0,5.625,Summer,18364,DHOC,Club,2006,2037.5
5/2 Div 1,1700.0,-0.933333333333,Summer,18181,Hucky McThrowAndCatch,Club,2006,1644.0
5/2 Div 1,1700.0,4.93333333333,Summer,18147,Stonecutters,Club,2006,1996.0
5/2 Div 1,1700.0,2.5,Summer,17991,Super Mario Kart Playtesters,Club,2006,1850.0
5/2 Div 1,1700.0,-0.777777777778,Summer,18149,Teenage Cavemen,Club,2006,1653.33333333
5/2 Div 1,1700.0,-3.0,Summer,18267,WHUF Shipwreck,Club,2006,1520.0
5/2 Div 2,1300.0,1.11111111111,Summer,18222,Black and Blue,Club,2006,1366.66666667
5/2 Div 2,1300.0,-1.85,Summer,18199,Castaways,Club,2006,1189.0
5/2 Div 2,1300.0,0.133333333333,Summer,18123,Demons,Club,2006,1308.0
5/2 Div 2,1300.0,-1.11764705882,Summer,18031,DraGons,Club,2006,1232.94117647
5/2 Div 2,1300.0,-1.79166666667,Summer,18082,Force Huck,Club,2006,1192.5
5/2 Div 2,1300.0,3.2,Summer,17994,Get Flat Ultimate,Club,2006,1492.0
5/2 Div 2,1300.0,2.71428571429,Summer,18139,ho-plus,Club,2006,1462.85714286
5/2 Div 2,1300.0,-0.3,Summer,18022,Nipmuc Alumni,Club,2006,1282.0
5/2 Div 2,1300.0,-5.64285714286,Summer,18142,Skoosh,Club,2006,961.428571428
5/2 Div 2,1300.0,0.0,Summer,17803,Spam,Club,2006,1300.0
5/2 Div 2,1300.0,1.9,Summer,18121,Squishy Disc,Club,2006,1414.0
5/2 Div 2,1300.0,1.16666666667,Summer,18107,Tubbs,Club,2006,1370.0
5/2 Div 3,900.0,1.94117647059,Summer,17834,Baboon Heart,Club,2006,1016.47058824
5/2 Div 3,900.0,-2.0,Summer,18346,Flying Salsa,Club,2006,780.0
5/2 Div 3,900.0,2.06666666667,Summer,17828,Granite State Grass Stains,Club,2006,1024.0
5/2 Div 3,900.0,2.0,Summer,18087,Heavy Dew,Club,2006,1020.0
5/2 Div 3,900.0,-3.13333333333,Summer,18194,Huckin Phillies!,Club,2006,712.0
5/2 Div 3,900.0,4.38888888889,Summer,18036,Hustle and Flow,Club,2006,1163.33333333
5/2 Div 3,900.0,1.7619047619,Summer,17826,Killer Bees,Club,2006,1005.71428571
5/2 Div 3,900.0,-7.1,Summer,18153,Lay Out Boy,Club,2006,474.0
5/2 Div 3,900.0,1.4375,Summer,18105,MOB,Club,2006,986.25
5/2 Div 3,900.0,-4.88235294118,Summer,18165,Porkbellies,Club,2006,607.058823529
5/2 Div 3,900.0,-2.55555555556,Summer,18414,Rabbit Disk,Club,2006,746.666666666
5/2 Div 3,900.0,1.41176470588,Summer,18137,T.B.D.,Club,2006,984.705882353
5/2 Div 3,900.0,2.94444444444,Summer,17825,Toads,Club,2006,1076.66666667
5/2 Div 3,900.0,-5.77777777778,Summer,18360,Ultimate Showdown,Club,2006,553.333333333
5/2 Div 3,900.0,5.83333333333,Summer,18019,Wey-Hi,Club,2006,1250.0
5/2 Div 4,800.0,-11.125,Summer,18108,athenaHuck,Club,2006,132.5
5/2 Div 4,800.0,-0.6,Summer,18212,Hungry Hippos,Club,2006,764.0
5/2 Div 4,800.0,-1.0,Summer,18114,JuJu Hex,Club,2006,740.0
5/2 Div 4,800.0,-7.66666666667,Summer,17817,Sofa King,Club,2006,340.0
5/2 Div 4,800.0,-2.30769230769,Summer,17832,Spawning Alewives,Club,2006,661.538461539
5/2 Div 4,800.0,-8.85714285714,Summer,18173,trobrianders,Club,2006,268.571428572
0.0,0.0,0.0,Summer,17996,Cinco De Sky-O,Club,2006,0.0
0.0,0.0,0.75,Summer,18328,cranberries,Club,2006,45.0
0.0,0.0,-0.117647058824,Summer,17837,Crossroads,Club,2006,-7.05882352944
0.0,0.0,0.0769230769231,Summer,18368,Dogfish Head,Club,2006,4.61538461539
0.0,0.0,5.9,Summer,17824,Drunken Clams,Club,2006,354.0
0.0,0.0,1.26315789474,Summer,18152,Fighting Hobos,Club,2006,75.7894736844
0.0,0.0,-1.0,Summer,18058,Funnel Cake,Club,2006,-60.0
0.0,0.0,-5.90909090909,Summer,18141,Jiggy wiv Mr. Biggy,Club,2006,-354.545454545
0.0,0.0,,Summer,18111,Masco Jayhawks,Club,2006,
0.0,0.0,2.0,Summer,18453,MIT Ultimate,Club,2006,120.0
0.0,0.0,-4.14285714286,Summer,18191,Positive Spin,Club,2006,-248.571428572
0.0,0.0,3.0,Summer,18093,PuppyKiss,Club,2006,180.0
0.0,0.0,7.16666666667,Summer,17840,stabmoW,Club,2006,430.0
0.0,0.0,4.58823529412,Summer,18034,There Is No Spoon (TINS),Club,2006,275.294117647
0.0,0.0,-5.7,Summer,19152,Topanga,Club,2006,-342.0
0.0,0.0,1.3,Summer,18282,Tufts E-men,Club,2006,78.0
0.0,0.0,-8.5,Summer,19071,Warriors,Club,2006,-510.0
0.0,0.0,-2.34615384615,Summer,17810,WiPPs,Club,2006,-140.769230769
Metro Mixed (4/3),0.0,-1.3,Summer,19218,Australopithecus robustus (1),Hat,2006,-78.0
Metro Mixed (4/3),0.0,5.7,Summer,19219,Red Moustached Fruit Doves (2),Hat,2006,342.0
Metro Mixed (4/3),0.0,-1.2,Summer,19220,Throwa Moa (3),Hat,2006,-72.0
Metro Mixed (4/3),0.0,1.14285714286,Summer,19221,Giant Ground Sloths (4),Hat,2006,68.5714285716
Metro Mixed (4/3),0.0,-2.0,Summer,19222,Sabreteeth (5),Hat,2006,-120.0
Metro Mixed (4/3),0.0,-3.33333333333,Summer,19223,Dodos Can't Huck (6),Hat,2006,-200.0
Metro Mixed (4/3),0.0,2.0,Summer,19224,Tar Pit Divers (7),Hat,2006,120.0
Metro Mixed (4/3),0.0,3.22222222222,Summer,19225,Stuffahuckadisc (8),Hat,2006,193.333333333
Metro Mixed (4/3),0.0,-2.875,Summer,19226,Purgatorius (9),Hat,2006,-172.5
Metro Mixed (4/3),0.0,1.11111111111,Summer,19227,Likin' the Lichen (10),Hat,2006,66.6666666666
Metro Mixed (4/3),0.0,-3.44444444444,Summer,19228,Snufflupadisc (11),Hat,2006,-206.666666666
Metro Mixed (4/3),0.0,2.14285714286,Summer,19229,Four Tre (12),Hat,2006,128.571428572
Metro Mixed (4/3),0.0,3.88888888889,Summer,19230,Syrian Wild Asses (13),Hat,2006,233.333333333
Metro Mixed (4/3),0.0,1.75,Summer,19231,Hot Ash (14),Hat,2006,105.0
Metro Mixed (4/3),0.0,0.222222222222,Summer,19232,Quagga (15),Hat,2006,13.3333333333
Metro Mixed (4/3),0.0,-7.625,Summer,19233,Great Auks (16),Hat,2006,-457.5
Metro Open,0.0,-2.33333333333,Summer,19242,Lava Mouse (17),Hat,2006,-140.0
Metro Open,0.0,-6.2,Summer,19243,Discosaurs (18),Hat,2006,-372.0
Metro Open,0.0,3.14285714286,Summer,19234,ScooberTooth Tigers (19),Hat,2006,188.571428572
Metro Open,0.0,-3.5,Summer,19235,Unopposable Thumbs (20),Hat,2006,-210.0
Metro Open,0.0,5.77777777778,Summer,19236,Dodos (21),Hat,2006,346.666666667
Newton Coed,0.0,-6.4,Summer,19238,Lead Pencil (23),Hat,2006,-384.0
Newton Coed,0.0,-5.83333333333,Summer,19239,Missing Lynx (24),Hat,2006,-350.0
Newton Coed,0.0,9.16666666667,Summer,19240,Tacoma Pocket Gophers (25),Hat,2006,550.0
Newton Coed,0.0,2.4,Summer,19241,Glacier (26),Hat,2006,144.0
JP Coed,0.0,3.5,Spring,17857,Drunken Booty Huckers (15),Hat,2006,210.0
JP Coed,0.0,-3.2,Spring,17858,YARRANGE (16),Hat,2006,-192.0
JP Coed,0.0,3.4,Spring,17859,Peter Tan and the Lost Boys (17),Hat,2006,204.0
JP Coed,0.0,2.66666666667,Spring,17860,Huck and Rum (18),Hat,2006,160.0
JP Coed,0.0,1.66666666667,Spring,17861,One Eyed Willy (19),Hat,2006,100.0
JP Coed,0.0,-9.0,Spring,17862,Rated Arrrr (20),Hat,2006,-540.0
JP Coed,0.0,-6.16666666667,Spring,17863,Blackbeard's Delight (21),Hat,2006,-370.0
JP Coed,0.0,3.4,Spring,17864,Yo Ho Ho! (22),Hat,2006,204.0
JP Coed,0.0,1.0,Spring,17865,The Flying Huckaneers (23),Hat,2006,60.0
JP Coed,0.0,1.83333333333,Spring,17866,The Goonies (24),Hat,2006,110.0
JP Mixed (4/3),0.0,5.0,Spring,17843,Captain Headwound (1),Hat,2006,300.0
JP Mixed (4/3),0.0,0.6,Spring,17844,Red Hot Booty (2),Hat,2006,36.0
JP Mixed (4/3),0.0,-5.0,Spring,17845,Captain Huck (3),Hat,2006,-300.0
JP Mixed (4/3),0.0,-1.8,Spring,17846,Huck N' Beers (4),Hat,2006,-108.0
JP Mixed (4/3),0.0,-4.0,Spring,17847,Cure Fer Scurrrvey (5),Hat,2006,-240.0
JP Mixed (4/3),0.0,-3.5,Spring,17848,Blimey Limey (6),Hat,2006,-210.0
JP Mixed (4/3),0.0,4.33333333333,Spring,17849,Parleyout (7),Hat,2006,260.0
JP Mixed (4/3),0.0,3.5,Spring,17850,Scurrrrrvy (8),Hat,2006,210.0
JP Mixed (4/3),0.0,2.33333333333,Spring,17851,Red Pirate Roberts (9),Hat,2006,140.0
JP Mixed (4/3),0.0,5.66666666667,Spring,17852,Golddiggaz (10),Hat,2006,340.0
JP Mixed (4/3),0.0,-1.83333333333,Spring,17853,P B Rrrrrrrr (11),Hat,2006,-110.0
JP Mixed (4/3),0.0,-3.16666666667,Spring,17854,UltiMATEES (12),Hat,2006,-190.0
JP Mixed (4/3),0.0,-2.33333333333,Spring,17855,YARRRANGE Scurrrvey Floggers (13),Hat,2006,-140.0
JP Mixed (4/3),0.0,0.0,Spring,17856,Booty Call (14),Hat,2006,0.0
Waltham Coed,0.0,0.25,Spring,17867,Scurvy Dogs (25),Hat,2006,15.0
Waltham Coed,0.0,6.2,Spring,17868,Scallywags (26),Hat,2006,372.0
Waltham Coed,0.0,-4.4,Spring,17869,Nice Booty (27),Hat,2006,-264.0
Waltham Coed,0.0,1.75,Spring,17870,Yellow Bellied Booty Shaker (28),Hat,2006,105.0
Waltham Coed,0.0,-1.6,Spring,17871,Grog (29),Hat,2006,-96.0
Waltham Coed,0.0,5.2,Spring,17872,Arrr Kelly (30),Hat,2006,312.0
Waltham Coed,0.0,-6.5,Spring,17873,Justifiable Mutiny (31),Hat,2006,-390.0
Waltham Coed,0.0,-2.0,Spring,17874,Polly Want a Layout (32),Hat,2006,-120.0
Waltham Coed,0.0,2.4,Spring,17875,Capt Morgan and the Vampirates (33),Hat,2006,144.0
Waltham Coed,0.0,-6.0,Spring,17876,Huck the Plank (34),Hat,2006,-360.0
Waltham Coed,0.0,5.0,Spring,17877,Here be Monsters (35),Hat,2006,300.0
Waltham Coed,0.0,-1.5,Spring,17878,Gibbet and Go! (36),Hat,2006,-90.0
0.0,0.0,-2.57142857143,Winter,17618,2nd Half Collapse (1),Hat,2006,-154.285714286
0.0,0.0,2.6,Winter,17619,Fair Game (2),Hat,2006,156.0
0.0,0.0,2.0,Winter,17621,Huck Season (4),Hat,2006,120.0
0.0,0.0,5.57142857143,Winter,17622,A beer with lunch (5),Hat,2006,334.285714286
0.0,0.0,-6.14285714286,Winter,17623,Huckin Foudini (6),Hat,2006,-368.571428572
0.0,0.0,-3.16666666667,Winter,17624,Aaron Burr (7),Hat,2006,-190.0
0.0,0.0,-2.16666666667,Winter,17625,Yellow Snow (8),Hat,2006,-130.0
0.0,0.0,8.71428571429,Winter,17626,Eleven Healthy Ribs (9),Hat,2006,522.857142857
0.0,0.0,1.5,Winter,17627,Dick Cheney and the Misfires (10),Hat,2006,90.0
4/3 Div 1,1700.0,6.75,Fall,17069,BIG DIG,Club,2005,2105.0
4/3 Div 1,1700.0,-0.142857142857,Fall,17117,Cry Baby,Club,2005,1691.42857143
4/3 Div 1,1700.0,-0.5,Fall,17197,GrassBurner Harvest,Club,2005,1670.0
4/3 Div 1,1700.0,7.0,Fall,17284,Zippy the DiscHead,Club,2005,2120.0
4/3 Div 2,1300.0,-3.4,Fall,17175,Lobster,Club,2005,1096.0
4/3 Div 2,1300.0,0.0,Fall,17054,Mr T's House of Pity,Club,2005,1300.0
4/3 Div 2,1300.0,-4.0,Fall,17062,SquidFace,Club,2005,1060.0
4/3 Div 2,1300.0,2.0,Fall,17077,Store Bought Dirt,Club,2005,1420.0
